tube,species,mean_temp,temp_var,temp_id,resource,male,REMOVED,KBP,end_data_date,4/10/22,4/11/22,4/12/22,4/13/22,4/14/22,4/15/22,4/16/22,4/17/22,4/18/22,4/19/22,4/20/22,4/21/22,4/22/22,4/23/22,4/24/22,4/25/22,4/26/22,4/27/22,4/28/22,4/29/22,4/30/22,5/1/22,5/2/22,5/3/22,5/4/22,5/5/22,5/6/22,5/7/22,5/8/22,5/9/22,5/10/22,5/11/22,5/12/22,5/13/22,5/14/22,5/15/22,5/16/22,5/17/22,5/18/22,5/19/22,5/20/22,5/21/22,5/22/22,5/23/22,,,,,
408,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,2,0,0,6,0,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
409,daphnia,20,0,20,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,4,0,0,6,0,0,7,0,0,6,0,8,0,0,10,0,0,12,0,0,13,1,0,11,0,0,12,0,0,13,NA,NA,NA,NA,NA,NA,,,,,
410,daphnia,20,0,20,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,2,0,3,0,0,4,0,0,0,0,0,9,0,9,0,0,9,0,0,12,1,0,12,0,0,10,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
411,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,3,0,0,4,0,0,6,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
412,daphnia,20,0,20,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,4,0,0,6,0,0,6,0,5,0,0,9,0,0,8,0,0,12,0,0,12,0,0,13,0,0,13,0,0,14,NA,NA,NA,NA,NA,NA,,,,,
413,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,3,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
414,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,3,0,0,5,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
415,daphnia,20,0,20,0.5,1,1,,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
416,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,0,2,0,5,0,0,8,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
417,daphnia,20,0,20,0.5,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
418,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
419,daphnia,20,0,20,0.5,,1,,5/18/22,0,0,0,0,0,0,0,1,0,0,5,0,0,6,0,0,8,0,11,0,0,9,0,0,6,0,0,9,0,0,11,0,0,13,0,0,10,0,NA,NA,NA,NA,NA,NA,,,,,
420,daphnia,20,0,20,0.5,,1,,5/18/22,0,0,0,0,0,0,0,4,0,0,6,0,0,8,0,0,7,0,0,7,0,0,10,0,0,11,0,0,13,0,12,0,0,9,0,0,12,0,NA,NA,NA,NA,NA,NA,,,,,
421,daphnia,20,0,20,1,1,1,,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
422,daphnia,20,0,20,1,,1,,5/23/22,0,0,0,4,0,0,8,0,0,13,0,0,13,0,0,14,0,0,12,0,0,0,0,0,13,0,0,15,0,0,14,0,12,1,0,14,0,0,16,0,0,0,13,NA,,,,,
423,daphnia,20,0,20,1,,,,,0,0,0,0,0,1,0,5,2,0,8,0,0,8,0,0,9,0,0,8,0,0,13,0,0,13,0,0,15,0,0,11,0,0,12,0,0,17,0,0,14,NA,NA,NA,,,,,
424,daphnia,20,0,20,1,,,,,0,0,0,0,3,0,6,1,0,10,0,0,0,0,0,4,0,0,10,0,0,13,0,0,17,0,0,13,0,0,5,0,0,14,0,0,16,0,0,15,0,0,18,NA,,,,,
425,daphnia,20,0,20,1,,1,,5/23/22,0,0,0,0,4,0,0,7,0,0,10,0,0,10,0,10,0,0,0,10,0,10,0,0,13,0,0,0,0,0,19,0,0,17,0,0,13,0,0,15,0,0,10,NA,,,,,
426,daphnia,20,0,20,1,,1,,5/23/22,0,0,0,0,0,4,0,0,8,0,6,0,0,8,0,0,8,0,0,11,0,0,14,0,0,14,0,13,18,0,0,15,0,0,16,0,0,13,0,0,16,0,0,NA,,,,,
427,daphnia,20,0,20,1,,,,,0,0,0,0,3,0,0,8,0,0,12,0,0,7,0,7,0,0,0,8,0,0,13,0,0,14,0,0,12,0,13,0,0,0,16,0,0,16,0,0,11,NA,NA,NA,,,,,
428,daphnia,20,0,20,1,,,,,0,0,0,0,4,0,0,6,0,0,7,0,0,10,0,10,0,0,11,0,0,16,0,0,17,0,0,16,0,0,16,0,0,13,0,0,15,0,0,17,0,0,16,NA,,,,,
429,daphnia,20,0,20,1,,,,,0,0,0,0,1,0,0,7,0,0,0,9,0,10,0,5,0,0,7,0,0,15,0,0,19,0,0,17,0,0,15,1,0,15,0,0,15,0,0,15,0,0,14,NA,,,,,
430,daphnia,20,0,20,1,,1,,5/23/22,0,0,0,0,4,0,8,0,0,9,0,0,12,0,0,9,0,0,12,0,0,15,0,0,16,0,0,15,0,0,16,0,0,19,0,0,14,0,0,0,14,0,0,NA,,,,,
431,daphnia,20,0,20,1,,1,,5/23/22,0,0,0,0,3,0,0,4,0,12,0,0,9,0,0,8,0,0,11,0,0,14,0,0,13,0,0,13,0,0,2,0,0,16,0,0,14,0,0,14,0,0,12,NA,,,,,
432,daphnia,20,0,20,1,1,,1,4/23/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
433,daphnia,20,0,20,1,,,,,0,0,0,0,4,0,0,7,0,6,1,0,8,0,0,12,0,0,12,0,0,14,0,0,13,0,0,11,0,0,16,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
434,daphnia,20,0,20,1,,1,,5/23/22,0,0,0,0,4,0,0,6,0,0,8,0,0,10,0,4,0,0,0,0,0,3,0,0,3,0,0,7,0,0,3,0,0,18,0,0,16,0,0,14,0,0,9,NA,,,,,
435,daphnia,20,0,20,1,1,1,,5/1/22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
436,daphnia,20,0,20,1,,1,,5/18/22,0,0,0,0,0,0,0,5,0,0,10,0,0,9,0,8,0,0,12,0,0,16,0,0,8,0,0,11,0,0,16,0,0,15,0,0,13,0,NA,NA,NA,NA,NA,NA,,,,,
437,daphnia,20,0,20,1,,1,,5/18/22,0,0,0,0,0,4,0,0,6,0,1,9,0,0,10,0,10,0,0,13,0,0,15,0,0,13,0,0,15,0,0,16,0,1,14,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
438,daphnia,20,0,20,1,,1,,5/18/22,0,0,0,0,0,1,0,0,4,0,0,7,0,2,6,0,9,0,0,10,0,0,13,0,0,10,0,0,12,0,0,16,0,0,11,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
439,daphnia,20,0,20,1,,,,,0,0,0,0,3,0,0,5,0,0,8,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
440,daphnia,20,0,20,1,,,,,0,0,0,0,0,0,0,6,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
441,daphnia,20,0,20,1,,1,,5/18/22,0,0,0,0,0,0,4,0,6,0,0,10,0,0,8,0,0,10,0,0,10,0,0,14,0,0,13,0,0,16,0,17,0,0,15,0,0,12,NA,NA,NA,NA,NA,NA,,,,,
442,daphnia,20,0,20,1,,,,,0,0,0,0,2,0,0,5,0,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
443,daphnia,20,0,20,1,,,,,0,0,0,0,2,0,0,2,0,0,7,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
444,daphnia,20,0,20,1,,1,,5/18/22,0,0,0,0,4,0,0,0,0,4,0,0,8,0,0,9,0,0,9,0,0,9,0,10,0,0,13,0,0,15,0,0,13,0,0,14,0,0,NA,NA,NA,NA,NA,NA,,,,,
445,daphnia,20,0,20,1,,1,,5/18/22,0,0,0,0,2,0,0,4,0,0,7,0,0,8,0,8,0,0,0,9,0,8,1,0,8,0,0,8,0,0,15,0,0,13,0,1,12,0,NA,NA,NA,NA,NA,NA,,,,,
446,daphnia,20,0,20,1,,1,,5/18/22,0,0,0,0,2,0,0,5,0,0,9,0,9,0,0,10,0,0,10,0,0,15,0,0,16,0,0,16,0,1,18,0,0,18,0,0,16,0,NA,NA,NA,NA,NA,NA,,,,,
447,daphnia,20,0,20,1,,,,,0,0,0,0,4,0,0,6,0,0,9,0,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
448,daphnia,20,0,20,1,,1,,5/18/22,0,0,0,0,4,0,0,5,0,0,11,0,9,0,0,9,0,0,6,0,0,17,0,0,16,0,0,17,0,0,19,0,0,18,0,0,15,0,NA,NA,NA,NA,NA,NA,,,,,
449,daphnia,20,0,20,1,,,,,0,0,0,0,3,0,0,5,0,0,3,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
450,daphnia,20,0,20,1,,,,4/23/22,0,0,0,0,3,0,0,4,0,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
451,daphnia,20,0,20,1,,,,,0,0,0,0,2,0,0,6,0,0,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
452,daphnia,20,0,20,1,,,,,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
453,daphnia,20,0,20,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
454,daphnia,20,0,20,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,11,0,0,12,0,0,13,0,17,0,0,14,0,0,13,0,0,15,0,0,NA,NA,NA,NA,NA,NA,,,,,
455,daphnia,20,0,20,1,,,,,0,0,0,0,2,0,0,5,0,0,8,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
456,daphnia,20,0,20,1,,,,,0,0,0,0,0,2,0,0,6,0,0,8,0,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
457,daphnia,20,0,20,1,,,,,0,0,0,0,2,0,0,5,0,5,0,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
458,daphnia,20,0,20,1,,1,,5/18/22,0,0,0,0,2,0,0,5,0,7,0,0,10,0,0,9,0,0,9,0,0,10,0,0,12,0,0,13,0,0,14,0,0,17,0,0,14,0,NA,NA,NA,NA,NA,NA,,,,,
459,daphnia,20,0,20,1,,,,,0,0,0,0,4,0,5,0,0,9,0,0,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
460,daphnia,20,0,20,1,,1,,5/18/22,0,0,0,0,2,0,0,4,0,6,0,0,2,0,0,9,0,0,7,0,0,10,0,0,16,0,12,4,0,14,0,0,11,0,0,19,0,0,NA,NA,NA,NA,NA,NA,,,,,
461,daphnia,20,0,20,1,,,,,0,0,0,0,2,0,0,5,0,0,10,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
462,daphnia,20,0,20,1,,,,,0,0,0,0,0,3,0,0,6,0,0,9,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
463,daphnia,20,0,20,1,,,,4/10/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
464,daphnia,20,0,20,1,,,,4/10/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
465,daphnia,20,0,20,1,,1,,5/18/22,0,0,0,0,0,3,0,0,5,0,0,11,0,4,0,0,12,0,0,9,0,0,3,0,0,11,0,0,17,0,0,16,1,0,19,0,0,15,NA,NA,NA,NA,NA,NA,,,,,
466,daphnia,25,0,25,0.1,,,,,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
467,daphnia,25,0,25,0.1,,,,,0,0,1,0,3,0,0,5,0,4,0,0,4,0,1,0,0,2,0,4,0,4,0,1,3,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
468,daphnia,25,0,25,0.1,,,,,0,0,0,0,1,4,0,5,0,0,3,0,3,0,0,4,0,4,0,3,1,0,3,0,4,0,0,2,0,1,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
469,daphnia,25,0,25,0.1,,,,,0,0,0,0,0,1,0,3,0,2,0,0,4,0,3,0,0,3,0,5,0,0,3,0,2,0,4,1,0,2,0,4,0,0,2,0,3,0,0,2,0,0,0,NA,,,,,
470,daphnia,25,0,25,0.1,,,,,0,0,0,0,0,1,0,4,0,3,0,0,4,0,3,0,0,4,0,3,0,0,3,0,4,0,0,3,0,2,0,5,0,0,2,0,6,0,NA,NA,NA,NA,NA,NA,,,,,
471,daphnia,25,0,25,0.1,,,,,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
472,daphnia,25,0,25,0.1,,,,,0,0,0,0,0,0,3,1,0,2,0,3,0,2,0,0,4,0,4,0,0,2,0,2,0,0,4,0,3,0,0,3,0,3,0,0,3,0,3,0,0,2,0,0,,,,,
473,daphnia,25,0,25,0.1,,,,,0,0,3,0,4,0,0,5,0,5,0,0,3,0,3,0,1,3,0,4,0,0,4,0,3,0,4,0,0,3,0,4,0,0,3,0,5,0,0,3,0,0,1,NA,,,,,
474,daphnia,25,0,25,0.1,,,,,0,0,0,0,4,0,4,0,0,3,0,4,0,0,3,0,3,0,2,1,0,2,0,0,3,0,4,0,0,2,0,5,0,0,2,0,4,0,0,3,0,0,0,NA,,,,,
475,daphnia,25,0,25,0.1,,,,,0,0,0,0,0,4,0,4,0,0,2,0,5,0,3,0,0,5,0,1,0,0,3,0,4,0,3,0,0,3,0,5,0,0,1,0,5,0,0,3,0,0,2,NA,,,,,
476,daphnia,25,0,25,0.1,,,,,0,0,0,0,0,6,0,3,0,0,5,0,5,0,0,2,0,5,0,2,0,1,2,0,5,0,0,3,0,2,0,3,0,0,4,0,4,0,0,2,0,0,3,0,,,,,
477,daphnia,25,0,25,0.1,,,,4/22/22,0,0,0,0,0,4,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
478,daphnia,25,0,25,0.1,,,,,0,0,0,0,0,4,0,4,0,0,3,0,4,0,0,0,4,0,0,3,0,3,0,0,3,0,4,0,0,3,0,4,0,0,3,0,4,0,0,3,0,0,2,0,,,,,
479,daphnia,25,0,25,0.1,,,,,0,0,0,0,1,0,4,0,0,3,0,0,4,0,4,3,0,0,3,0,4,0,0,3,0,4,0,0,2,0,4,0,0,2,0,0,4,0,3,0,0,2,0,NA,,,,,
480,daphnia,25,0,25,0.1,,,,,0,0,0,0,0,5,0,3,0,0,2,0,4,0,0,2,0,5,0,0,4,0,2,0,0,4,0,2,0,0,2,0,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,,,,,
481,daphnia,25,0,25,0.1,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
482,daphnia,25,0,25,0.1,,,,,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
483,daphnia,25,0,25,0.1,,,1,4/26/22,0,0,0,0,0,4,0,0,4,0,2,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
484,daphnia,25,0,25,0.1,,,,4/25/22,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
485,daphnia,25,0,25,0.1,,,,4/25/22,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
486,daphnia,25,0,25,0.1,,,,,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
487,daphnia,25,0,25,0.1,,,1,4/26/22,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
488,daphnia,25,0,25,0.1,,,,4/25/22,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
489,daphnia,25,0,25,0.1,,,,4/24/22,0,0,0,0,0,3,0,2,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
490,daphnia,25,0,25,0.1,,,,,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
491,daphnia,25,0,25,0.1,,,,,0,0,0,2,0,0,0,0,4,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
492,daphnia,25,0,25,0.1,,,,4/19/22,0,0,0,0,0,2,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
493,daphnia,25,0,25,0.1,,,,,0,0,0,1,0,4,0,0,3,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
494,daphnia,25,0,25,0.1,,,,,0,0,0,0,0,3,0,3,0,0,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
495,daphnia,25,0,25,0.1,,,,,0,0,0,0,0,4,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
496,daphnia,25,0,25,0.1,,,,,0,0,0,0,2,0,3,4,0,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
497,daphnia,25,0,25,0.1,,,,,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
498,daphnia,25,0,25,0.1,,,,,0,0,0,1,0,3,0,0,4,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
499,daphnia,25,0,25,0.1,,,1,4/26/22,0,0,0,0,2,0,0,3,0,3,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
500,daphnia,25,0,25,0.1,,,,,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
501,daphnia,25,0,25,0.1,,,,,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
502,daphnia,25,0,25,0.1,,,,,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
503,daphnia,25,0,25,0.1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
504,daphnia,25,0,25,0.1,,,,,0,0,1,0,0,3,0,2,0,0,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
505,daphnia,25,0,25,0.1,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
506,daphnia,25,0,25,0.1,,,,,0,0,0,0,3,0,0,3,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
507,daphnia,25,0,25,0.1,,,,4/11/22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
508,daphnia,25,0,25,0.1,,,,,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
